Approximate vocal-track candidates from CLAP text/audio contrast
Database: C:\db\abstracted.sqlite
Tracks with CLAP embeddings: 61355
Threshold: top 5% score >= -0.033566
Selected: 3068
Score = max(vocal prompt similarity) - max(instrumental prompt similarity)

score	id	title	maest_top_labels	path
-0.019503	18526	Sweely - Polo	Synth-pop, Electro, Electroclash	M:/Volumes/Abstracted/10001-20000/Sweely - Polo.flac
-0.019516	49442	Mundopal - 99 Problems	Techno, Tech House, Progressive House	M:/Volumes/Avantgarde/MP3/Mundopal - PIANO DROIT [2019]/03 - Mundopal - 99 Problems.mp3
-0.019549	60273	Olivier Romero - B All Night	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Various Artists - The Triple B EP [2024]/03 - Olivier Romero - B All Night.mp3
-0.019551	53812	Lampe - In The Woods (Original Mix)	Techno, Tech House, Minimal	M:/Volumes/Avantgarde/MP3/Various Artists - BETWEEN THE WORLDS [2018]/04 - Lampe - In The Woods (Original Mix).mp3
-0.019557	35491	Instinct (UK) - Can't Run Away From Yourself	UK Garage, Speed Garage, Bassline	M:/Volumes/Abstracted/30001-40000/Instinct (UK) - Can't Run Away From Yourself.flac
-0.019573	21288	Blake Baxter, Marc Romboy - Freakin' (Original)	House, Acid House, Deep House	M:/Volumes/Abstracted/20001-30000/Blake Baxter, Marc Romboy Freakin' Original Systematic Recordings.aiff
-0.019599	8137	Soul II Soul - Back To Life (Hostox Edit)	Tech House, Minimal, Techno	M:/Volumes/Abstracted/00001-10000/Soul II Soul - Back To Life (Hostox Edit).wav
-0.019603	56826	Luke Slater - Love	Progressive House, Techno, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - LOVE REMIXES [2019]/08 - Luke Slater - Love.mp3
-0.019613	37102	Mylène Farmer Désenchantée Arthur Miro Afro House Edit	Progressive House, Electro House, Deep House	M:/Volumes/Abstracted/30001-40000/Mylène Farmer Désenchantée Arthur Miro Afro House Edit.wav
-0.019628	36227	Les - Shambhala	Minimal, Minimal Techno, Techno	M:/Volumes/Abstracted/30001-40000/Les - Shambhala.flac
-0.019637	49965	Orlando Voorn - Bounce Back	Acid, Techno, Electro	M:/Volumes/Avantgarde/MP3/Orlando Voorn - MOMENTS IN MAGIC [2020]/06 - Orlando Voorn - Bounce Back.mp3
-0.019640	37070	Mr Fingers, Gerd Palm Leaves Fingers Afropsychojungled Mix	Deep House, House, Garage House	M:/Volumes/Abstracted/30001-40000/Mr Fingers, Gerd Palm Leaves Fingers Afropsychojungled Mix.wav
-0.019666	21272	Bizza - Salvatico	Minimal, Minimal Techno, Deep Techno	M:/Volumes/Abstracted/20001-30000/Bizza - Salvatico.flac
-0.019669	18882	Acid Bowie - Track 1	Downtempo, Experimental, Ambient	M:/Volumes/Abstracted/10001-20000/Track 1.flac
-0.019681	17455	Robert Junior - Warped Minds	Techno, Tech House, House	M:/Volumes/Abstracted/10001-20000/robert junior - warped minds.flac
-0.019716	62176	Voyage - Sensus Divinitatis	Techno, Minimal Techno, Hard Techno	M:/Volumes/Avantgarde/MP3/Voyage - SPACE TRIP [2019]/02 - Voyage - Sensus Divinitatis.mp3
-0.019739	23878	Hatikvah - Xv vol.10 Evolution	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/20001-30000/Hatikvah - Xv vol.2 - 10 Evolution.wav
-0.019741	23316	Federico Daiup - Mi Ritual	Dub Techno, Techno, Deep House	M:/Volumes/Abstracted/20001-30000/Federico Daiup - Mi Ritual.flac
-0.019763	10128	Maara - God Save The Bender	Psy-Trance, Progressive Trance, Trance	M:/Volumes/Abstracted/10001-20000/03 - God Save The Bender.flac
-0.019771	6415	Niko Maxen - Loom	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/00001-10000/Niko Maxen - Loom.flac
-0.019772	31508	Artro - Nirvana	Psy-Trance, Techno, Trance	M:/Volumes/Abstracted/30001-40000/14. Artro - Nirvana.flac
-0.019774	31252	Baaz - moz2020	Deep House, Techno, Minimal	M:/Volumes/Abstracted/30001-40000/07. Baaz - moz2020.flac
-0.019790	16798	Ovum Recordings - 2012 - Technasia - Bastille Days	Tech House, Techno, House	M:/Volumes/Abstracted/10001-20000/Ovum Recordings OVUM 303 45 2012 Technasia Bastille Days.aiff
-0.019810	29170	Unknown Artist - #FF0099 (B) [ODE 399]	Minimal, Minimal Techno, Techno	M:/Volumes/Abstracted/20001-30000/Unknown Artist - #FF0099 (B) [ODE 399].wav
-0.019816	59153	Senzala - Human	Tech House, Techno, House	M:/Volumes/Avantgarde/MP3/Various Artists - SCI+TEC BEST OF [2019]/01 - Senzala - Human.mp3
-0.019816	26366	nopau - krupt (groove.ro019)	Minimal, Minimal Techno, Techno	M:/Volumes/Abstracted/20001-30000/nopau - krupt (groove.ro019).wav
-0.019816	30403	Atico Corp. - AT66 (HD Substance Speed Drone Remix)	Techno, Electro, Acid	M:/Volumes/Abstracted/30001-40000/02-atico corp-at66 (hd substance speed drone remix).flac
-0.019826	40721	Jamahr - Jamahr - No Competition (Original Mix)	Techno, House, Breakbeat	M:/Volumes/Avantgarde/HiRes/Jamahr & JNJS - Skills EP [2025]/02 Jamahr - No Competition (Original Mix).aiff
-0.019870	32005	Alec Falconer - OK Thursday	House, UK Garage, Speed Garage	M:/Volumes/Abstracted/30001-40000/Alec Falconer - OK Thursday.wav
-0.019880	56069	Rob Cross - How It's Done	Tech House, House, Tribal House	M:/Volumes/Avantgarde/MP3/Various Artists - HOW IT'S DONE [2020]/02 - Rob Cross - How It's Done.mp3
-0.019883	15587	Marcu Rares, Billie Eilish - Six Feet Under (Marcu Rares Edit)	Deep House, House, Downtempo	M:/Volumes/Abstracted/10001-20000/Marcu_Rares_Lunatique_03_Billie_Eilish_Six_Feet_Under_Marcu_Rares.flac
-0.019906	31447	Baaz - meeelo	Techno, Deep Techno, Dub Techno	M:/Volumes/Abstracted/30001-40000/11. Baaz - meeelo.flac
-0.019930	35130	GruuvElement’s - Hipnotico	House, Tech House, Deep House	M:/Volumes/Abstracted/30001-40000/GruuvElement s - Hipnotico.flac
-0.019937	36341	Loop Exposure - Elastic Harmony	Experimental, Electro, IDM	M:/Volumes/Abstracted/30001-40000/Loop Exposure - 04 Elastic Harmony - TMFR002.flac
-0.019939	24111	Nicolas Duque - If I Were	UK Garage, Breakbeat, Breaks	M:/Volumes/Abstracted/20001-30000/If I Were.flac
-0.019950	12850	Dragomir - Personal darkness	Downtempo, Drum n Bass, Ambient	M:/Volumes/Abstracted/10001-20000/Dragomir - Personal darkness.flac
-0.020019	10814	Antonio Rizzo Drums and Concepts Joaquin Gliese RemixDRKT016	Minimal Techno, Minimal, Deep Techno	M:/Volumes/Abstracted/10001-20000/Antonio Rizzo Drums and Concepts Joaquin Gliese RemixDRKT016.wav
-0.020053	60607	VERV - Escapism	Techno, Minimal Techno, Deep Techno	M:/Volumes/Avantgarde/MP3/Various Artists - UNDERCOVER [2019]/08 - VERV - Escapism.mp3
-0.020061	48489	Klartraum - Rim Satar	Techno, Deep House, Neo Trance	M:/Volumes/Avantgarde/MP3/Klartraum - MANIFESTATION BACK IN TIME [2020]/03 - Klartraum - Rim Satar.mp3
-0.020070	15221	Litmus - A Muto (Litmus' Boogie Tool)	House, Latin, Deep House	M:/Volumes/Abstracted/10001-20000/Litmus - A Muto (Litmus' Boogie Tool).aiff
-0.020106	52897	Dj Marika - 1595 (Trevis G Remix)	House, Deep House, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - 1595 [2018]/04 - Dj Marika - 1595 (Trevis G Remix).mp3
-0.020153	59333	Quimui - Sidequest (Cristian Remix)	Techno, Industrial, Hard Techno	M:/Volumes/Avantgarde/MP3/Various Artists - SIDEQUEST [2018]/05 - Quimui - Sidequest (Cristian Remix).mp3
-0.020176	20727	Andrew Soul - STFU Bitch	Techno, Acid, Ghetto House	M:/Volumes/Abstracted/20001-30000/Andrew Soul - STFU Bitch.wav
-0.020201	43813	Kerri Chandler (Official) - I Can't Stand It (Media Mix)	House, Garage House, Deep House	M:/Volumes/Albums/Kerri Chandler (Official) - Dad Giveaway 04/Kerri Chandler (Official) - Dad Giveaway - 42 I Can't Stand It (Media Mix).aiff
-0.020233	26682	Ozzie Guven - Feel The Bass	Speed Garage, UK Garage, House	M:/Volumes/Abstracted/20001-30000/Ozzie Guven - Feel The Bass [BLF017].flac
-0.020249	47914	DJ Sodeyama - I Wanna Dance	Techno, Deep Techno, Dub Techno	M:/Volumes/Avantgarde/MP3/I Wanna Dance - DJ SODEYAMA/03 - DJ Sodeyama - I Wanna Dance.mp3
-0.020261	26669	Ovum Recordings - 2013 - Heiko Laux & Alexander Lukat - Lucho Part 2	Techno, House, Deep House	M:/Volumes/Abstracted/20001-30000/Ovum Recordings OVUM 303 51 2013 Heiko Laux & Alexander Lukat Lucho.aiff
-0.020278	38587	Silverlining - Recognitia (4 4 mix)	House, Deep House, Tech House	M:/Volumes/Abstracted/30001-40000/Silverlining - Recognitia (4 4 mix).flac
-0.020331	28398	Amoss - Sundance	Drum n Bass, Jungle, Halftime	M:/Volumes/Abstracted/20001-30000/Sundance.flac
-0.020352	33425	CL-ljud - Senses	Ambient, Minimal, Experimental	M:/Volumes/Abstracted/30001-40000/CL-ljud - Senses.flac
-0.020352	53820	Jason Rivas, Asely Frankin, Terry De Jeff - Billie the Dub	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Various Artists - BILLIE THE DUB (JASON'S CLUB EDIT) [2018]/01 - Jason Rivas, Asely Frankin, Terry De Jeff - Billie the Dub.mp3
-0.020380	47888	Humantronic - Damia	Progressive House, Tech House, Techno	M:/Volumes/Avantgarde/MP3/Humantronic - DAMIA (LIVE) [2018]/01 - Humantronic - Damia.mp3
-0.020389	56489	Sebastian Albrecht - Decode	Dub Techno, Minimal, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - KARP [2018]/02 - Sebastian Albrecht - Decode.mp3
-0.020429	58181	atom munding - Perforation Two	Contemporary Jazz, Classical, Free Improvisation	M:/Volumes/Avantgarde/MP3/Various Artists - PERFORATION TWO [2018]/04 - atom munding - Perforation Two.mp3
-0.020432	59634	Jeancy - Spatium Nebulae (Juan Ddd & Celic Remix)	Techno, Tech House, Hard Techno	M:/Volumes/Avantgarde/MP3/Various Artists - SPATIUM NEBULAE [2019]/02 - Jeancy - Spatium Nebulae (Juan Ddd & Celic Remix).mp3
-0.020454	20419	Al.sub - Jade	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/20001-30000/al.sub - Jade (Original Mix).flac
-0.020477	33349	Christian AB - Bluescreen	Techno, Acid, Trance	M:/Volumes/Abstracted/30001-40000/Christian AB - Bluescreen.flac
-0.020545	38155	Roddy Lima & Carvalho(BR) - Fantasy	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/30001-40000/Roddy Lima - Fantasy.flac
-0.020561	33251	Chackney - Dance	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/30001-40000/Chackney - Dance.flac
-0.020564	55393	Weiss (UK) - Feel My Needs (Siege Extended Mix)	Tech House, Techno, Progressive House	M:/Volumes/Avantgarde/MP3/Various Artists - FEEL MY NEEDS (SIEGE REMIX) [2018]/01 - Weiss (UK) - Feel My Needs (Siege Extended Mix).mp3
-0.020605	13221	Escu - dejarta	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/10001-20000/Escu - dejarta.flac
-0.020635	12693	DJ Deep - Thai	Techno, Ambient, Drum n Bass	M:/Volumes/Abstracted/10001-20000/DJ Deep - Thai [Kaoz Theory].aiff
-0.020651	3410	Francesca - Noon [Master]	Ambient, Downtempo, Experimental	M:/Volumes/Abstracted/00001-10000/Francesca - Noon [Master].wav
-0.020674	735	Anton Kubikov - Piano May	Ambient, IDM, Experimental	M:/Volumes/Abstracted/00001-10000/Anton Kubikov - Piano May.flac
-0.020723	30442	Drhamer - Deep Abyss	Dub Techno, Techno, Deep Techno	M:/Volumes/Abstracted/30001-40000/02. Deep Abyss.flac
-0.020732	44856	Dave Simon - Acidtune	Techno, Acid, Hard Techno	M:/Volumes/Avantgarde/MP3/303-101 - Various [2018]/01 - Dave Simon - Acidtune.mp3
-0.020759	35179	Guti - Red Eye (Loco Dice Remix)	Tech House, Techno, House	M:/Volumes/Abstracted/30001-40000/Guti - Red Eye (Loco Dice Remix).wav
-0.020764	21392	Bridge Guy - Psilocybin (Jesse Bru Remix)	Deep House, House, Disco	M:/Volumes/Abstracted/20001-30000/Bridge Guy - Psilocybin (Jesse Bru Remix).wav
-0.020786	56821	Luke Slater - Love	Techno, Deep Techno, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - LOVE REMIXES [2019]/06 - Luke Slater - Love.mp3
-0.020794	56220	Kevin Saunderson, E-Dancer feat. Virus J - Forces	Downtempo, Ambient, Breaks	M:/Volumes/Avantgarde/MP3/Various Artists - INFUSED [2018]/07 - Kevin Saunderson, E-Dancer feat. Virus J - Forces.mp3
-0.020822	50566	Jan Kunde - Dysfunctional Violence	Minimal Techno, Minimal, Tech House	M:/Volumes/Avantgarde/MP3/Release 26 March 2022 - Various Artists 2 Years Anniversary [MHAVA002] by Apolinic, Jan Kunde, Marco Stefano, Maris, Hari, Surariu, Szs, Toni [2022]/02 - Jan Kunde - Dysfunctional Violence.mp3
-0.020827	38244	Roza Terenzi - Modern Bliss (feat. Ivy Barkakati)	House, Progressive House, Deep House	M:/Volumes/Abstracted/30001-40000/Roza Terenzi - Modern Bliss (feat. Ivy Barkakati).flac
-0.020831	19195	Unknown Artist - 003 [VDK 001]	Tech House, Techno, House	M:/Volumes/Abstracted/10001-20000/Unknown Artist - 003.flac
-0.020853	10057	Disco Stup - Broken Mute Point	Minimal, Psy-Trance, Tech House	M:/Volumes/Abstracted/10001-20000/01. Disco Stup - Broken Mute Point.flac
-0.020864	31176	The Orb - Perpetual Dawn (January Mix 3)	Downtempo, Ambient, Dub	M:/Volumes/Abstracted/30001-40000/06 - The Orb - Perpetual Dawn (January Mix 3).flac
-0.020870	38250	UnAporte - Ruanita	Minimal Techno, Minimal, Deep House	M:/Volumes/Abstracted/30001-40000/Ruanita.flac
-0.020895	18990	Tudor Mi - Undress yourself from shame	Minimal, Minimal Techno, Techno	M:/Volumes/Abstracted/10001-20000/Tudor Mi - Undress yourself from shame.wav
-0.020929	44666	Various Artists - Main Phase - Special Occasion	UK Garage, Speed Garage, Jungle	M:/Volumes/Albums/Various Artists - Time Is Now Allstars Vol.2/Various Artists - Time Is Now Allstars Vol.2 - 06 Main Phase - Special Occasion.flac
-0.020944	11585	Byron Yeates - Sweat Ur Prayers (Lawrence Lee Remix)	Techno, Trance, Acid	M:/Volumes/Abstracted/10001-20000/Byron Yeates - Sweat Ur Prayers (Lawrence Lee Remix).wav
-0.020948	39488	Unknown Artist - Untitled A	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/30001-40000/Unknown.flac
-0.020973	44238	Radoslaw Kobus - Symbiosis Black Forest	Ambient, Dub Techno, Experimental	M:/Volumes/Albums/Radoslaw Kobus - Symbiosis/Radoslaw Kobus - Symbiosis - 03 Black Forest.wav
-0.021002	21324	Subb-an - Body In Time (Original Mix)	Tech House, Techno, House	M:/Volumes/Abstracted/20001-30000/Body In Time (Original Mix).flac
-0.021033	3832	Hans Berg - A Floor of Stars (Luca Lozano What's Behind A  Black Hole Remix)	Techno, Electro, House	M:/Volumes/Abstracted/00001-10000/Hans Berg A Floor of Stars Luca Lozano What's Behind A Black.flac
-0.021039	56372	The Recorder, Teo Harouda - Melammu (Original Mix)	Techno, Hard Techno, Acid	M:/Volumes/Avantgarde/MP3/Various Artists - IZZAKKARA EP [2018]/03 - The Recorder, Teo Harouda - Melammu (Original Mix).mp3
-0.021059	1565	Caputi - Jade [MixCult Records]	Tech House, Deep House, House	M:/Volumes/Abstracted/00001-10000/Caputi - Jade [MixCult Records].wav
-0.021109	25289	Luminescu - La Fourbe Marche	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/20001-30000/Luminescu - La Fourbe Marche.flac
-0.021124	25057	Porter Brook - Lipsius	Techno, Deep Techno, Ambient	M:/Volumes/Abstracted/20001-30000/Lipsius.flac
-0.021152	30611	Chynasky - Akbari Shop (Original Mix)	Minimal, Tech House, House	M:/Volumes/Abstracted/30001-40000/03 - Akbari Shop (Original Mix).flac
-0.021167	43895	Leon Vynehall - An Exhale	Experimental, Dub, Ambient	M:/Volumes/Albums/Leon Vynehall - Rare, Forever (Ninja Tune).FLAC/07-Leon Vynehall - An Exhale.flac
-0.021178	8517	Unknown Artist - TDoMax (Cobra Edit)	Techno, House, Ghetto House	M:/Volumes/Abstracted/00001-10000/tdomax (cobra edit).flac
-0.021190	56060	Chuva Speaks Arab - Indie	House, Electro House, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - HOTFINGERS PRESENTS DIG DEEPER [2018]/03 - Chuva Speaks Arab - Indie.mp3
-0.021205	3375	Floorplan - Baby, Baby	Ghetto House, Ghetto, House	M:/Volumes/Abstracted/00001-10000/Floorplan - Baby, Baby.wav
-0.021245	1678	Chernikhoffsky - Mamihlapinatapai	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/00001-10000/Chernikhoffsky - Mamihlapinatapai.flac
-0.021270	3658	Giulio Franceschelli - Mira	Deep House, House, Techno	M:/Volumes/Abstracted/00001-10000/Giulio Franceschelli - Mira.flac
-0.021358	45218	Andre Sobota - Void (Original Mix)	Progressive House, Tech House, Techno	M:/Volumes/Avantgarde/MP3/Andre Sobota - CONTACT LOST [2018]/03 - Andre Sobota - Void (Original Mix).mp3
-0.021360	51777	The Dove - Feels Like Fire	Techno, House, Acid House	M:/Volumes/Avantgarde/MP3/The Dove - VAULT TRAXX [2018]/01 - The Dove - Feels Like Fire.mp3
-0.021365	44560	Fabrizio Siano - Triedro	Minimal Techno, Minimal, Tech House	M:/Volumes/Albums/VA - Lunar Cycle (2020)/13. Fabrizio Siano - Triedro.flac
-0.021385	32273	Andy Catana - Wav Encore (Priku Edit)	House, Minimal, Electro	M:/Volumes/Abstracted/30001-40000/Andy Catana - Wav Encore (Priku Edit).wav
-0.021422	46346	Clinical Hates - Wrath Of Silence	Techno, Industrial, EBM	M:/Volumes/Avantgarde/MP3/Clinical Hates - MENTALLY SHATTERED [2019]/02 - Clinical Hates - Wrath Of Silence.mp3
-0.021457	16552	Nux Nemo - I Feel It	House, Techno, Breakbeat	M:/Volumes/Abstracted/10001-20000/Nux Nemo - I Feel It.wav
-0.021463	16654	Olga Korol - Oliya EP SOS	Minimal, Tech House, Electro	M:/Volumes/Abstracted/10001-20000/Olga Korol - Oliya EP - 03 SOS.wav
-0.021471	18331	Stiven Escarraga - Stiven Escarraga & Hipp	Minimal Techno, Minimal, Techno	M:/Volumes/Abstracted/10001-20000/Stiven Escarraga When I Connect 05 Stiven Escarraga & Hipp.aiff
-0.021483	23266	False Persona - Assisted Pulse	Techno, Electro, Breakbeat	M:/Volumes/Abstracted/20001-30000/False Persona - Assisted Pulse.flac
-0.021518	19855	Yosh - Yosh - Inverted	Breakbeat, UK Garage, Jungle	M:/Volumes/Abstracted/10001-20000/Yosh - Inverted.aiff
-0.021563	34776	Feral - Flare	Techno, Deep Techno, Minimal Techno	M:/Volumes/Abstracted/30001-40000/Feral - Flare.flac
-0.021576	27769	Seb Zito - Mayhem	Tech House, House, Deep House	M:/Volumes/Abstracted/20001-30000/Seb Zito - Mayhem.flac
-0.021621	23581	Gallegos - Mad As Hell	Breakbeat, Big Beat, Breaks	M:/Volumes/Abstracted/20001-30000/Gallegos - Mad As Hell.flac
-0.021623	35399	Human Disease Network - A-Sim - Voices In My Head	Techno, UK Garage, Breakbeat	M:/Volumes/Abstracted/30001-40000/Human Disease Network - A-Sim - Voices In My Head.wav
-0.021631	43832	Kerri Chandler (Official) - Track Jazz Version - Kerri Chandler feat Nadir Simon	House, Deep House, Future Jazz	M:/Volumes/Albums/Kerri Chandler (Official) - Dad Giveaway 05/Kerri Chandler (Official) - Dad Giveaway - 57 Track 1 - Jazz Version - Kerri Chandler feat Nadir Simon.aiff
-0.021633	18536	Sweely, Confidence Man - ALL MY PEOPLE (Original Mix)	House, Bassline, Tech House	M:/Volumes/Abstracted/10001-20000/Sweely, Confidence Man - ALL MY PEOPLE (Original Mix) (1).aiff
-0.021636	33371	Christopher Ledger - Dance with Me	Progressive House, Deep House, Tech House	M:/Volumes/Abstracted/30001-40000/Christopher Ledger - Dance with Me.flac
-0.021650	28750	Toman - Don't Hesitate	Tech House, Minimal, House	M:/Volumes/Abstracted/20001-30000/Toman - Don't Hesitate.aiff
-0.021659	4927	Kyle&Sam - Experimental Probability	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/00001-10000/Kyle&Sam - Experimental Probability.flac
-0.021676	54872	DOKTA - Straight Lines (Kerouac Remix)	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Various Artists - DOKTA - STRAIGHT LINES [2018]/02 - DOKTA - Straight Lines (Kerouac Remix).mp3
-0.021694	32602	Die Gestalten - Technologie	Techno, Electro, House	M:/Volumes/Abstracted/30001-40000/B2 Technologie.flac
-0.021694	21489	C.K - Crosstalk (Zoned)	Ambient, Downtempo, Experimental	M:/Volumes/Abstracted/20001-30000/C.K - Crosstalk (Zoned).flac
-0.021700	37291	Noise At Night - Funky soul	Breaks, Breakbeat, Progressive Breaks	M:/Volumes/Abstracted/30001-40000/Noise At Night - Funky soul.wav
-0.021703	22768	DPTRF - Sugestión	Minimal, Techno, Minimal Techno	M:/Volumes/Abstracted/20001-30000/DPTRF - Sugestión.flac
-0.021722	45580	Barac - Axis Mundi 1	Downtempo, Minimal, Ambient	M:/Volumes/Avantgarde/MP3/Barac - AXIS MUNDI EP [2021]/03 - Barac - Axis Mundi 1.mp3
-0.021727	8445	Sweely - DJ Booty Full - I Wanna Chat ( Sweely Edit/Rmxx )	House, Euro House, Eurodance	M:/Volumes/Abstracted/00001-10000/Sweely DJ Booty Full I Wanna Chat Sweely Edit Rmxx.flac
-0.021739	34301	Dos - Got To Do	Deep House, House, Tech House	M:/Volumes/Abstracted/30001-40000/Dos - Got To Do.flac
-0.021748	22311	Darius Syrossian, Jamie Coins - Fever	Tech House, House, Speed Garage	M:/Volumes/Abstracted/20001-30000/Darius Syrossian, Jamie Coins - Fever [MM085].flac
-0.021760	35493	Instinct (UK) - Serenity	UK Garage, Drum n Bass, Ambient	M:/Volumes/Abstracted/30001-40000/Instinct (UK) - Serenity.flac
-0.021774	26226	Paul Walter - Never Let Go	Minimal, Techno, House	M:/Volumes/Abstracted/20001-30000/Never Let Go.flac
-0.021788	47505	Freiboitar - Dog Pack	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Freiboitar - DOG PACK [2018]/02 - Freiboitar - Dog Pack.mp3
-0.021863	54181	Karim Alkhayat, Danny Wabbit - Chaotic	Techno, Deep Techno, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - CHAOTIC [2019]/04 - Karim Alkhayat, Danny Wabbit - Chaotic.mp3
-0.021992	39831	Will Hofbauer & Sangre Voss - June-O	Drum n Bass, Halftime, Juke	M:/Volumes/Abstracted/30001-40000/Will Hofbauer & Sangre Voss - June-O.flac
-0.022066	9688	Wachita China - AIRWAVE	Electro, Techno, Breakbeat	M:/Volumes/Abstracted/00001-10000/Wachita China - WC002 - TEK-DAMAGE TAPE - 02 AIRWAVE.flac
-0.022073	2420	Quartz - Deity Spear	Drum n Bass, Halftime, Experimental	M:/Volumes/Abstracted/00001-10000/Deity Spear.flac
-0.022086	20197	Nebur - Intifada	Techno, Breaks, Acid	M:/Volumes/Abstracted/20001-30000/24. Nebur Intifada.flac
-0.022119	50015	Packim - Outcast (Original Mix)	Deep House, Neo Trance, Tech House	M:/Volumes/Avantgarde/MP3/Packim - ADDICTIONS [2018]/03 - Packim - Outcast (Original Mix).mp3
-0.022127	38313	Sade - Love Is Stronger Than Pride (Zakaria Edit)	Deep House, House, Downtempo	M:/Volumes/Abstracted/30001-40000/Sade - Love Is Stronger Than Pride (Zakaria Edit).wav
-0.022149	34290	Doppler - Melodrama	Techno, House, Tech House	M:/Volumes/Abstracted/30001-40000/Doppler - Melodrama.aif
-0.022160	59633	Hill Of Vision - Spazio Inverso	Deep Techno, Techno, Ambient	M:/Volumes/Avantgarde/MP3/Various Artists - SPAZIO INVERSO EP [2019]/01 - Hill Of Vision - Spazio Inverso.mp3
-0.022172	33078	Byron Yeates - Sweat Ur Prayers	Techno, Acid, Trance	M:/Volumes/Abstracted/30001-40000/Byron Yeates - Sweat Ur Prayers (Original Mix).wav
-0.022221	22536	DIM KELLY - Mangrove (Original Mix)	Deep House, House, Tech House	M:/Volumes/Abstracted/20001-30000/DIM KELLY - Mangrove (Original Mix).wav
-0.022234	34347	Dragomir - Memories from afterlife	Ambient, Experimental, Downtempo	M:/Volumes/Abstracted/30001-40000/Dragomir - Memories from afterlife.flac
-0.022244	18992	Tupikör - Mari Kvien Brunvoll - Something Inside (Tupikör Edit)	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/10001-20000/Tupikör Mari Kvien Brunvoll Something Inside Tupikör Edit.wav
-0.022314	44599	Todd Terry & D.M.S. - Let Me Tell You Somethinn (Tee's Frozen Dub)	House, Garage House, Deep House	M:/Volumes/Albums/VA - The Best of Freeze Records (Volume 3)/05 Let Me Tell You Somethinn (Tee's Frozen Dub).flac
-0.022383	46219	The Radiophonic Workshop - Blissters (Radiophonic Workshop Remix)	Ambient, Experimental, Industrial	M:/Volumes/Avantgarde/MP3/Chemistry Lessons Volume 1.1Coursework - Chris Carter [2019]/02 - The Radiophonic Workshop - Blissters (Radiophonic Workshop Remix).mp3
-0.022396	35836	Juaan - Talt	Electroclash, Techno, Electro	M:/Volumes/Abstracted/30001-40000/Juaan - Talt.wav
-0.022409	45834	Birds ov Paradise - Gustaf	Ambient, Deep Techno, Experimental	M:/Volumes/Avantgarde/MP3/Birds Ov Paradise - Memorial EP [2022]/07 - Birds ov Paradise - Gustaf.mp3
-0.022410	25232	Luka Vukovic - L-2	Minimal, Minimal Techno, Experimental	M:/Volumes/Abstracted/20001-30000/Luka Vukovic - L-2.flac
-0.022435	50119	Crackazat - I'll Be There	House, Garage House, Deep House	M:/Volumes/Avantgarde/MP3/Period Works Vol 2 - CRACKAZAT/02 - Crackazat - I'll Be There.mp3
-0.022450	35086	Gojnea76 - What’s Your Uber Rating	Ghetto House, House, Tech House	M:/Volumes/Abstracted/30001-40000/Gojnea76 - FREAKKKKKK IT - 03 What’s Your Uber Rating.aiff
-0.022462	58711	Wolfram - My Love Is For Real feat. Haddaway (DJ Gigola & Rip Swirl Piano Mix)	Ghetto House, House, Baltimore Club	M:/Volumes/Avantgarde/MP3/Various Artists - REMIX EP [2019]/04 - Wolfram - My Love Is For Real feat. Haddaway (DJ Gigola & Rip Swirl Piano Mix).mp3
-0.022466	46485	Crazy P - Allow Me	Nu-Disco, House, Deep House	M:/Volumes/Avantgarde/MP3/Crazy P - ALLOW ME [2018]/02 - Crazy P - Allow Me.mp3
-0.022510	36228	Les Jardiniers - Under the Light	Progressive Trance, Psy-Trance, Minimal	M:/Volumes/Abstracted/30001-40000/Les Jardiniers - Under the Light.wav
-0.022514	22186	D Stone - Something Is Coming (Original Mix) [Cecille 2023]	House, Deep House, Tech House	M:/Volumes/Abstracted/20001-30000/D Stone - Something Is Coming (Original Mix) [Cecille 2023].wav
-0.022536	54288	Mihalis Safras - Mapa (Original Mix)	Tech House, Techno, Minimal	M:/Volumes/Avantgarde/MP3/Various Artists - CIRCUS RECORDINGS MOMENTS, VOL.9 [2018]/06 - Mihalis Safras - Mapa (Original Mix).mp3
